DATE,DEXSZUS
2019-01-28,0.991
2019-01-29,0.995
2019-01-30,0.9988
2019-01-31,0.9938
2019-02-01,0.994
2019-02-04,0.9974
2019-02-05,1.0005
2019-02-06,1.0009
2019-02-07,1.001
2019-02-08,1.0
2019-02-11,1.004
2019-02-12,1.0068
2019-02-13,1.0073
2019-02-14,1.0064
2019-02-15,1.0063
2019-02-18,.
2019-02-19,1.0018
2019-02-20,.
2019-02-21,1.001
2019-02-22,0.9998
2019-02-25,1.0006
2019-02-26,1.0002
2019-02-27,1.0003
2019-02-28,0.9974
2019-03-01,0.9987
2019-03-04,0.9994
2019-03-05,1.0045
2019-03-06,1.0038
2019-03-07,1.0106
2019-03-08,1.0074
2019-03-11,1.011
2019-03-12,1.0078
2019-03-13,1.0046
2019-03-14,1.0044
2019-03-15,1.0026
2019-03-18,1.0004
2019-03-19,1.0001
2019-03-20,0.9974
2019-03-21,0.9924
2019-03-22,0.994
2019-03-25,0.9918
2019-03-26,0.994
2019-03-27,0.9946
2019-03-28,0.9952
2019-03-29,0.9962
2019-04-01,0.9988
2019-04-02,0.9986
2019-04-03,0.997
2019-04-04,1.0002
2019-04-05,1.0003
2019-04-08,0.9994
2019-04-09,0.9999
2019-04-10,1.0019
2019-04-11,1.0027
2019-04-12,1.0017
2019-04-15,1.0039
2019-04-16,1.0066
2019-04-17,1.0099
2019-04-18,1.0154
2019-04-19,1.0144
2019-04-22,1.0155
2019-04-23,1.0218
2019-04-24,1.0184
2019-04-25,1.0199
2019-04-26,1.019
2019-04-29,1.0201
2019-04-30,1.02
2019-05-01,1.0137
2019-05-02,1.018
2019-05-03,1.0178
2019-05-06,1.0179
2019-05-07,1.0215
2019-05-08,1.0181
2019-05-09,1.0133
2019-05-10,1.0109
2019-05-13,1.0064
2019-05-14,1.0088
2019-05-15,1.009
2019-05-16,1.0101
2019-05-17,1.0108
2019-05-20,1.0082
2019-05-21,1.0104
2019-05-22,1.009
2019-05-23,1.004
2019-05-24,1.0021
2019-05-27,.
2019-05-28,1.0086
2019-05-29,1.0066
2019-05-30,1.0074
2019-05-31,1.0034
2019-06-03,0.9994
2019-06-04,0.994
2019-06-05,0.9919
2019-06-06,0.9886
2019-06-07,0.9877
2019-06-10,0.9898
2019-06-11,0.9925
2019-06-12,0.9944
2019-06-13,0.9946
2019-06-14,0.999
2019-06-17,0.9982
2019-06-18,0.9994
2019-06-19,0.996
2019-06-20,0.9821
2019-06-21,0.9789
2019-06-24,0.972
2019-06-25,0.9726
2019-06-26,0.976
2019-06-27,0.9766
2019-06-28,0.9758
2019-07-01,0.9864
2019-07-02,0.986
2019-07-03,0.9864
2019-07-04,.
2019-07-05,0.9923
2019-07-08,0.9938
2019-07-09,0.9928
2019-07-10,0.9892
2019-07-11,0.9886
2019-07-12,0.9845
2019-07-15,0.9847
2019-07-16,0.989
2019-07-17,0.987
2019-07-18,0.9862
2019-07-19,0.9823
